TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,units,paleoDataNotes,climateVariable,climateVariableDetail,seasonality,direction,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
RKz0xLW2LFh,MD06_3067,MarineSediment,"Bolliet, Timothe ; Holbourn, Ann ; Kuhnt, Wolfgang ; Laj, Carlo ; Kissel, Catherine ; Beaufort, Luc ; Kienast, Markus ; Andersen, Nils ; Garbe-Schoenberg, Dieter",2011,10.1029/2010PA001966,,,,,6.5143,126.4977,-1575,MD06_3067,,3390,158200,Mg/Ca,MgCa,temperature,degC,,T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD06_3067.html
RJS1jFCVr5O,MD06_3067,MarineSediment,"Bolliet, Timothe ; Holbourn, Ann ; Kuhnt, Wolfgang ; Laj, Carlo ; Kissel, Catherine ; Beaufort, Luc ; Kienast, Markus ; Andersen, Nils ; Garbe-Schoenberg, Dieter",2011,10.1029/2010PA001966,,,,,6.5143,126.4977,-1575,MD06_3067,,3390,158200,,planktic foraminifera calcite,planktic.MgCa,mmol_mol,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD06_3067.html
Re5WiuBBnzl,MD06_3067,MarineSediment,"Bolliet, Timothe ; Holbourn, Ann ; Kuhnt, Wolfgang ; Laj, Carlo ; Kissel, Catherine ; Beaufort, Luc ; Kienast, Markus ; Andersen, Nils ; Garbe-Schoenberg, Dieter",2011,10.1029/2010PA001966,,,,,6.5143,126.4977,-1575,MD06_3067,,3390,158200,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD06_3067.html
R9lh5tgOjmS,MD06_3075,MarineSediment,"Fraser, Nicholas ; Kuhnt, Wolfgang ; Holbourn, Ann ; Bolliet, Timothe ; Andersen, Nils ; Blanz, Thomas ; Beaufort, Luc",2014,10.1002/2013PA002599,,,,,6.4762,125.832,-1878,MD06_3075,,0,115390,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD06_3075.html
RS0qqm1FLNu,MD06_3075,MarineSediment,"Fraser, Nicholas ; Kuhnt, Wolfgang ; Holbourn, Ann ; Bolliet, Timothe ; Andersen, Nils ; Blanz, Thomas ; Beaufort, Luc",2014,10.1002/2013PA002599,,,,,6.4762,125.832,-1878,MD06_3075,,0,115390,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD06_3075.html
RAZi80cRnFL,MD06_3075,MarineSediment,"Fraser, Nicholas ; Kuhnt, Wolfgang ; Holbourn, Ann ; Bolliet, Timothe ; Andersen, Nils ; Blanz, Thomas ; Beaufort, Luc",2014,10.1002/2013PA002599,,,,,6.4762,125.832,-1878,MD06_3075,,0,115390,,benthic foraminifera calcite,d18O,permil,vital effect = -0.47 per mil,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD06_3075.html
RRXBcEEBsHv,MD06_3075,MarineSediment,"Fraser, Nicholas ; Kuhnt, Wolfgang ; Holbourn, Ann ; Bolliet, Timothe ; Andersen, Nils ; Blanz, Thomas ; Beaufort, Luc",2014,10.1002/2013PA002599,,,,,6.4762,125.832,-1878,MD06_3075,,0,115390,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD06_3075.html
RngqfzUADUp,MD06_3075,MarineSediment,"Fraser, Nicholas ; Kuhnt, Wolfgang ; Holbourn, Ann ; Bolliet, Timothe ; Andersen, Nils ; Blanz, Thomas ; Beaufort, Luc",2014,10.1002/2013PA002599,,,,,6.4762,125.832,-1878,MD06_3075,,60,115120,,bulk sediment,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD06_3075.html
Rw3EjcB7r1r,MD06_3075,MarineSediment,"Fraser, Nicholas ; Kuhnt, Wolfgang ; Holbourn, Ann ; Bolliet, Timothe ; Andersen, Nils ; Blanz, Thomas ; Beaufort, Luc",2014,10.1002/2013PA002599,,,,,6.4762,125.832,-1878,MD06_3075,,60,115120,alkenone,UK37,temperature,degC,,T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD06_3075.html
RrOevdQbJ8z,MD06_3075,MarineSediment,"Fraser, Nicholas ; Kuhnt, Wolfgang ; Holbourn, Ann ; Bolliet, Timothe ; Andersen, Nils ; Blanz, Thomas ; Beaufort, Luc",2014,10.1002/2013PA002599,,,,,6.4762,125.832,-1878,MD06_3075,,Inf,-Inf,,benthic foraminifera calcite,d18O,permil,"C. pachyderma, C. wuellerstorfi, Uvigerina spp (corrected with -0.47 according to Marchitto et al 2014)",,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD06_3075.html
GHc377da65,MD79257,LakeSediment,"Levi, Camille ; Labeyrie, Laurent ; Bassinot, Franck ; Guichard, Francois ; Cortijo, Elsa ; Waelbroeck, Claire ; Caillon, Nicolas ; Duprat, Josette ; de Garidel-Thoron, Thibault ; Elderfield, Harry",2007,10.1029/2006GC001514,,,,,-20.4,36.3,,MD79-257,unassigned,1553.723,15695.489,,,Foram_warm_season_T,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD79257.html
GH4f526bba,MD79257,LakeSediment,"Levi, Camille ; Labeyrie, Laurent ; Bassinot, Franck ; Guichard, Francois ; Cortijo, Elsa ; Waelbroeck, Claire ; Caillon, Nicolas ; Duprat, Josette ; de Garidel-Thoron, Thibault ; Elderfield, Harry",2007,10.1029/2006GC001514,,,,,-20.4,36.3,,MD79-257,unassigned,1553.723,15695.489,,,Foram_cold_season_T,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD79257.html
GH06e59526,MD79257,LakeSediment,"Levi, Camille ; Labeyrie, Laurent ; Bassinot, Franck ; Guichard, Francois ; Cortijo, Elsa ; Waelbroeck, Claire ; Caillon, Nicolas ; Duprat, Josette ; de Garidel-Thoron, Thibault ; Elderfield, Harry",2007,10.1029/2006GC001514,,,,,-20.4,36.3,,MD79-257,unassigned,1553.723,15695.489,foraminifera,,temperature,degC,; paleoData_proxy changed - was originally Foram,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD79257.html
RdQHbcTXMsF,MD84_527,MarineSediment,"Sarnthein, Michael ; Winn, Kyaw ; Duplessy, Jean-Claude ; Fontugne, Michael R.",1988,10.1029/PA003i003p00361,"Pichon, Jean-Jacques ; Labeyrie, Laurent D. ; Bareille, Gilles ; Labracherie, Monique ; Duprat, Josette ; Jouzel, Jean",1988,10.1029/92PA00709,,-43.8217,51.3183,-3262,MD84_527,,1000,143670,,benthic foraminifera calcite,d18O,permil,probably adjusted by +0.64. mixed (C. wuellerstorfi and M. barleeanum where C. wuellerstorfi was absent),,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD84_527.html
RXJGyRzBUGX,MD84_527,MarineSediment,"Sarnthein, Michael ; Winn, Kyaw ; Duplessy, Jean-Claude ; Fontugne, Michael R.",1988,10.1029/PA003i003p00361,"Pichon, Jean-Jacques ; Labeyrie, Laurent D. ; Bareille, Gilles ; Labracherie, Monique ; Duprat, Josette ; Jouzel, Jean",1988,10.1029/92PA00709,,-43.8217,51.3183,-3262,MD84_527,,1000,143670,,benthic foraminifera calcite,d13C,permil,mixed (C. wuellerstorfi and M. barleeanum where C. wuellerstorfi was absent),,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD84_527.html
R6BoFBVSKhs,MD84_527,MarineSediment,"Sarnthein, Michael ; Winn, Kyaw ; Duplessy, Jean-Claude ; Fontugne, Michael R.",1988,10.1029/PA003i003p00361,"Pichon, Jean-Jacques ; Labeyrie, Laurent D. ; Bareille, Gilles ; Labracherie, Monique ; Duprat, Josette ; Jouzel, Jean",1988,10.1029/92PA00709,,-43.8217,51.3183,-3262,MD84_527,,1000,143670,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD84_527.html
RRamJIVCPGW,MD84_527,MarineSediment,"Sarnthein, Michael ; Winn, Kyaw ; Duplessy, Jean-Claude ; Fontugne, Michael R.",1988,10.1029/PA003i003p00361,"Pichon, Jean-Jacques ; Labeyrie, Laurent D. ; Bareille, Gilles ; Labracherie, Monique ; Duprat, Josette ; Jouzel, Jean",1988,10.1029/92PA00709,,-43.8217,51.3183,-3262,MD84_527,,1000,143670,,planktic foraminifera calcite,planktic.d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD84_527.html
Ri4npkyUs4u,MD84_527,MarineSediment,"Sarnthein, Michael ; Winn, Kyaw ; Duplessy, Jean-Claude ; Fontugne, Michael R.",1988,10.1029/PA003i003p00361,"Pichon, Jean-Jacques ; Labeyrie, Laurent D. ; Bareille, Gilles ; Labracherie, Monique ; Duprat, Josette ; Jouzel, Jean",1988,10.1029/92PA00709,,-43.8217,51.3183,-3262,MD84_527,,1000,143670,diatom,,temperature,degC,"Diatom TFT after Imbrie and Kipp, 1971",T,sea@surface,Summer,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD84_527.html
RPz7x80pgzE,MD84_527,MarineSediment,"Sarnthein, Michael ; Winn, Kyaw ; Duplessy, Jean-Claude ; Fontugne, Michael R.",1988,10.1029/PA003i003p00361,"Pichon, Jean-Jacques ; Labeyrie, Laurent D. ; Bareille, Gilles ; Labracherie, Monique ; Duprat, Josette ; Jouzel, Jean",1988,10.1029/92PA00709,,-43.8217,51.3183,-3262,MD84_527,,Inf,-Inf,,bulk sediment,TOC,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD84_527.html
RP7pDFGLzJU,MD84_527,MarineSediment,"Sarnthein, Michael ; Winn, Kyaw ; Duplessy, Jean-Claude ; Fontugne, Michael R.",1988,10.1029/PA003i003p00361,"Pichon, Jean-Jacques ; Labeyrie, Laurent D. ; Bareille, Gilles ; Labracherie, Monique ; Duprat, Josette ; Jouzel, Jean",1988,10.1029/92PA00709,,-43.8217,51.3183,-3262,MD84_527,,Inf,-Inf,,bulk sediment,DBD,g_cm3,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD84_527.html
LPD947a7acd,MD94-103.Sicre.2005,MarineSediment,"SICRE, M ; LABEYRIE, L ; EZAT, U ; DUPRAT, J ; TURON, J ; SCHMIDT, S ; MICHEL, E ; MAZAUD, A",2005,10.1016/j.epsl.2005.09.032,,,,https://doi.org/10.1016/j.epsl.2005.09.032,-45.583,86.533,-3560,,unassigned,5040,50058,alkenone,,temperature,degC,,T,sea@surface,,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD94-103.Sicre.2005.html
R4z8Co5Aghx,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,567,11155,radiolaria,radiolaria assemblage,temperature,degC,,T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RjKerL7xtkr,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,483,24226,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RjWd9ZQK20d,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,483,24226,,planktic foraminifera calcite,planktic.d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RRd6osZyB8H,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,510,8490,alkenone,UK37,temperature,degC,calculated after Prahl and Wakeham (1987),T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
Rp8WBdVm37h,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,529,13703,foraminfera,planktic foraminifera assemblage,temperature,degC,"calculated after MAT (Pflaumann, personal communication, 2000)",T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
R2aC2Cp0LKw,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,525,13703,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
R3zUG3bXjXK,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,525,13703,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RAGP3dHBvKy,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,525,13703,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RdgDaxcVAS6,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,Inf,-Inf,foraminifera,planktic foraminifera assemblage,temperature,degC,"calculated after SIMMAX-950 (PFaumann et al., 1996)",T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RnUkGOblDtz,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,Inf,-Inf,,planktic foraminifera assemblage,uncertainty.temperature,degC,"calculated after SIMMAX-950 (PFaumann et al., 1996)",,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RuRKWcsiFXJ,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,Inf,-Inf,foraminifera,planktic foraminifera assemblage,temperature,degC,"calculated after SIMMAX-950 (PFaumann et al., 1996)",T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RjoLlINaLOx,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,Inf,-Inf,,planktic foraminifera assemblage,uncertainty.temperature,degC,"calculated after SIMMAX-950 (PFaumann et al., 1996)",,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
RRGNAojoZVh,MD95_2011,MarineSediment,"Risebrobakken, Bjoerg ; Jansen, Eystein ; Andersson, Carin ; Mjelde, Eirik ; Hevroey, Kjersti",2003,10.1029/2002PA000764,"Dolven, Jane K. ; Cortese, Giuseppe ; Bjoerklund, Kjell R.",2003,10.1029/2002PA000780,,66.9697,7.6393,-1048,MD95_2011,,536,13166,foraminifera,planktic foraminifera assemblage,temperature,degC,"Maximum Likelihood technique (ter Braak and van Dam, 1989)",T,,,,,,FALSE,RV,"failed age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD95_2011.html
GHb2787dac,MD95-2011.Berner.2010,MarineSediment,"Berner, K.S. ; Koc, N. ; Godtliebsen, F.",2009,10.1177/0959683609350391,NaN,,,,67,7.6,-1048,MD95-2011,unassigned,525,7992,,,d18O,permil,,,,,,,,FALSE,,,
PYT5AO3KZ3P,MD95-2011.Calvo.2010,MarineSediment,,2010,,,,,,66.97,7.64,-1048,MD95-2011,,-45.351,6026.134,,,temperature,degC,,T,sea@surface,8,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2011.Calvo.2010.html
PYT3USJ6Y4K,MD95-2011.Calvo.2010,MarineSediment,,2010,,,,,,66.97,7.64,-1048,MD95-2011,,85.026,9952.026,LOOKUP,,temperature,SD units,,T,SST+NST,AUG+ANN,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2011.Calvo.2010.html
PYT44KBHOVP,MD95-2011.Calvo.2010,MarineSediment,,2010,,,,,,66.97,7.64,-1048,MD95-2011,,510,11890,LOOKUP,,temperature,degC,,T,sea@surface,ANN,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2011.Calvo.2010.html
PYTXK1PISLT,MD95-2011.Calvo.2010,MarineSediment,,2010,,,,,,66.97,7.64,-1048,MD95-2011,,-45,13635,,,temperature,degC,,T,NST,8,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2011.Calvo.2010.html
PYT9LPJRO6R,MD95-2011.Calvo.2010,MarineSediment,,2010,,,,,,66.97,7.64,-1048,MD95-2011,,525,7992,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2011.Calvo.2010.html
PYTCLSS06CB,MD95-2015.Giraudeau.2002,MarineSediment,"Marchal, Olivier ; Cacho, Isabel ; Stocker, Thomas F. ; Grimalt, Joan O. ; Calvo, Eva ; Martrat, Belen ; Shackleton, Nicholas ; Vautravers, Maryline ; Cortijo, Elsa ; van Kreveld, Shirley ; Andersson, Carin ; Koc, Nalan ; Chapman, Mark ; Sbaffi, Laura ; Duplessy, Jean-Claude ; Sarnthein, Michael ; Turon, Jean-Louis ; Duprat, Josette ; Jansen, Eystein",2002,10.1016/S0277-3791(01)00105-6,,,,,58.7667,-25.9667,,MD95-2015,,724.8,10027.6,alkenone,,temperature,degC,,T,sea@surface,ANN,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2015.Giraudeau.2002.html
LPD1eec8cda,MD95-2040.Salguero.2014,MarineSediment,"Salgueiro, E. ; Naughton, F. ; Voelker, A.H.L. ; de Abreu, L. ; Alberto, A. ; Rossignol, L. ; Duprat, J. ; Magalhaes, V.H. ; Vaqueiro, S. ; Turon, J.-L. ; Abrantes, F.",2014,10.1016/j.quascirev.2014.09.001,,,,https://doi.org/10.1594/PANGAEA.857149,40.5818,-9.8612,-2465,MD95-2040,unassigned,176,34963,,,Gbulloidesd18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2040.Salguero.2014.html
LPD127c9803,MD95-2040.Salguero.2014,MarineSediment,"Salgueiro, E. ; Naughton, F. ; Voelker, A.H.L. ; de Abreu, L. ; Alberto, A. ; Rossignol, L. ; Duprat, J. ; Magalhaes, V.H. ; Vaqueiro, S. ; Turon, J.-L. ; Abrantes, F.",2014,10.1016/j.quascirev.2014.09.001,,,,https://doi.org/10.1594/PANGAEA.857149,40.5818,-9.8612,-2465,MD95-2040,unassigned,176,34963,,,Npachderma,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2040.Salguero.2014.html
LPDe983f67d,MD95-2040.Salguero.2014,MarineSediment,"Salgueiro, E. ; Naughton, F. ; Voelker, A.H.L. ; de Abreu, L. ; Alberto, A. ; Rossignol, L. ; Duprat, J. ; Magalhaes, V.H. ; Vaqueiro, S. ; Turon, J.-L. ; Abrantes, F.",2014,10.1016/j.quascirev.2014.09.001,,,,https://doi.org/10.1594/PANGAEA.857149,40.5818,-9.8612,-2465,MD95-2040,unassigned,176,34963,foraminifera,,temperature,degC,"METHOD: Modern analog technique (MAT), SIMMAX28, non-distance-weighted (URI: https://doi.org/10.1029/95PA01743)",T,sea@surface,Summer,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2040.Salguero.2014.html
toeatthedogfood7,MD95-2040.Salguero.2014,MarineSediment,"Salgueiro, E. ; Naughton, F. ; Voelker, A.H.L. ; de Abreu, L. ; Alberto, A. ; Rossignol, L. ; Duprat, J. ; Magalhaes, V.H. ; Vaqueiro, S. ; Turon, J.-L. ; Abrantes, F.",2014,10.1016/j.quascirev.2014.09.001,,,,https://doi.org/10.1594/PANGAEA.857149,40.5818,-9.8612,-2465,MD95-2040,unassigned,176,34963,,,PPexp,g/m^2/a,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD95-2040.Salguero.2014.html
GH873dd49c,MD952015,MarineSediment,"Marchal, Olivier ; Cacho, Isabel ; Stocker, Thomas F. ; Grimalt, Joan O. ; Calvo, Eva ; Martrat, Belen ; Shackleton, Nicholas ; Vautravers, Maryline ; Cortijo, Elsa ; van Kreveld, Shirley ; Andersson, Carin ; Koc, Nalan ; Chapman, Mark ; Sbaffi, Laura ; Duplessy, Jean-Claude ; Sarnthein, Michael ; Turon, Jean-Louis ; Duprat, Josette ; Jansen, Eystein",2002,10.1016/S0277-3791(01)00105-6,,,,,58.8,-26,-2630,MD95-2015,unassigned,770,10980,,,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD952015.html
GHfe62c126,MD952015,MarineSediment,"Marchal, Olivier ; Cacho, Isabel ; Stocker, Thomas F. ; Grimalt, Joan O. ; Calvo, Eva ; Martrat, Belen ; Shackleton, Nicholas ; Vautravers, Maryline ; Cortijo, Elsa ; van Kreveld, Shirley ; Andersson, Carin ; Koc, Nalan ; Chapman, Mark ; Sbaffi, Laura ; Duplessy, Jean-Claude ; Sarnthein, Michael ; Turon, Jean-Louis ; Duprat, Josette ; Jansen, Eystein",2002,10.1016/S0277-3791(01)00105-6,,,,,58.8,-26,-2630,MD95-2015,unassigned,770,10980,alkenone,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,FALSE,DK,Why was this rejected?,http://lipdverse.org/globalHolocene/0_25_5/MD952015.html
GH39dccbdc,MD952042.Bard.2002,MarineSediment,"Pailler, Delphine ; Bard, Edouard",2002,10.1016/S0031-0182(01)00444-8,,,,,37.75,-10.17,-3146,IberianMargin,unassigned,0,110100,alkenone,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,"Growth temperatures, but season not specified.",http://lipdverse.org/globalHolocene/0_25_5/MD952042.Bard.2002.html
GH3f1a3453,MD952043,MarineSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,,,,,36.1,-2.6,-1000,MD95-2043,unassigned,1081.8,14689.231,,,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/MD952043.html
GH8f679b6d,MD952043,MarineSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,,,,,36.1,-2.6,-1000,MD95-2043,unassigned,1081.8,14689.231,alkenone,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/MD952043.html
R9MpbDt6ifY,MD97_2120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,"Pahnke, K.",2006,10.1126/science.1084451,,-45.5344,174.9308,-1210,MD97_2120,,1951,156360,alkenone,UK37,temperature,degC,the authors note that the calibration of Sikes might be more appropiate,T,,,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD97_2120.html
RCiWU9PCeTP,MD97_2120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,"Pahnke, K.",2006,10.1126/science.1084451,,-45.5344,174.9308,-1210,MD97_2120,,1951,156360,,bulk sediment,Uk37,,,,,,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD97_2120.html
RH3dza3AiSZ,MD97_2120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,"Pahnke, K.",2006,10.1126/science.1084451,,-45.5344,174.9308,-1210,MD97_2120,,Inf,-Inf,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/MD97_2120.html
